idmeter,clus_num
22820494,2
22820495,9
22820497,10
22820499,1
22820502,1
22820503,1
22820506,9
22820507,9
22820509,7
22820510,1
22820511,9
22820514,1
22820517,5
22820518,6
22820520,2
22820521,10
22820522,1
22820523,1
22820525,8
22820526,2
22820527,11
22820528,1
22820530,11
22820537,11
22820538,11
22820539,7
22820540,11
22820543,9
22820544,10
22820545,11
22820547,10
22820549,7
22820550,8
22820551,4
22820552,2
22820553,11
22820555,3
22820557,1
22820561,3
22820562,7
22820563,12
22820564,1
22820566,1
22820567,9
22820569,11
22820570,9
22820572,7
22820573,11
22820574,11
22820575,11
22820576,10
22820580,8
22820581,11
22820584,1
22820585,9
22820586,8
22820587,1
22820588,1
22820589,9
22820591,11
22820595,1
22820597,3
22820598,9
22820599,11
22820600,1
22820601,1
22820604,8
22820605,4
22820606,7
22820607,8
22820608,1
22820609,11
22820610,4
22820611,5
22820613,4
22820614,7
22820615,11
22820616,7
22820617,6
22820619,7
22820620,10
22820621,4
22820623,1
22820624,12
22820625,4
22820626,11
22820627,11
22820628,4
22820629,1
22820630,9
22820631,9
22820633,11
22820634,11
22820635,1
22820637,8
22820638,10
22820639,7
22820640,11
22820641,1
22820644,2
22820649,1
22820650,11
22820651,8
22820659,1
22820660,11
22820662,9
22820663,10
22820664,4
22820665,8
22820666,7
22820669,1
22820670,11
22820672,10
22820673,8
22820675,11
22820677,1
22820678,10
22820679,9
22820680,10
22820681,11
22820682,11
22820684,11
22820685,5
22820687,7
22820688,3
22820690,1
22820691,11
22820692,1
22820693,11
22820694,10
22820696,11
22820697,6
22820699,1
22820701,6
22820710,9
22820711,6
22820715,9
22820716,10
22820718,9
22820719,8
22820720,3
22820721,10
22820722,7
22820723,10
22820724,1
22820725,1
22820726,6
22820727,6
22820728,11
22820729,11
22820730,1
22820733,6
22820734,1
22820735,11
22820736,8
22820737,10
22820738,1
22820739,4
22820744,11
22820746,9
22820747,6
22820748,4
22820749,7
22820753,1
22820754,10
22820756,7
22820757,11
22820759,8
22820760,11
22820761,11
22820762,9
22820763,8
22820764,1
22820765,11
22820766,11
22820767,1
22820768,8
22820769,1
22820770,1
22820772,3
22820773,8
22820774,8
22820775,10
22820777,9
22820778,1
22820779,11
22820780,11
22820781,11
22820783,6
22820785,9
22820787,10
22820792,4
22820793,4
22820794,9
22820795,11
22820796,3
22820798,8
22820799,11
22820801,4
22820803,7
22820804,11
22820805,1
22820808,10
22820810,11
22820811,4
22820812,6
22820814,1
22820815,9
22820816,8
22820818,2
22820819,8
22820820,1
22820821,10
22820822,11
22820823,7
22820824,2
22820825,1
22820826,3
22820827,4
22820828,9
22820829,11
22820830,10
22820831,10
22820832,10
22820834,2
22820835,9
22820836,9
22820837,12
22820838,11
22820839,7
22820840,12
22820843,1
22820844,11
22820845,9
22820846,7
22820847,8
22820848,1
22820850,1
22820853,10
22820854,4
22820857,8
22820859,1
22820860,8
22820862,3
22820864,7
22820866,11
22820867,11
22820869,1
22820870,2
22820871,11
22820872,11
22820873,5
22820874,2
22820876,2
22820878,11
22820879,11
22820882,6
22820884,3
22820885,7
22820886,10
22820887,6
22820888,7
22820889,4
22820894,1
22820895,11
22820896,1
22820897,10
22820898,9
22820899,1
22820900,7
22820901,11
22820902,11
22820903,1
22820905,6
22820906,1
22820907,7
22820909,7
22820910,8
22820911,11
22820912,9
22820914,11
22820918,1
22820919,6
22820921,1
22820922,4
22820923,8
22820924,11
22820926,12
22820927,7
22820928,11
22820929,4
22820930,10
22820931,1
22820932,7
22820934,7
22820935,9
22820936,1
22820937,1
22820938,1
22820940,6
22820941,4
22820942,7
22820945,7
22820946,7
22820947,10
22820948,8
22820949,1
22820951,11
22820953,4
22820954,6
22820955,1
22820956,4
22820957,1
22820959,10
22820960,10
22820963,11
22820964,11
22820965,3
22820968,11
22820969,7
22820970,10
22820971,11
22820972,1
22820973,11
22820974,1
22820975,10
22820976,11
22820977,11
22820978,11
22820981,8
22820982,5
22820983,10
22820984,8
22820987,1
22820988,5
22820990,7
22820994,1
22820996,1
22820997,4
22820998,9
22820999,1
22821001,7
22821003,10
22821004,11
22821005,7
22821008,11
22821009,4
22821011,7
22821016,1
22821017,8
22821018,3
22821020,1
22821022,1
22821024,6
22821025,11
22821026,8
22821028,10
22821029,7
22821030,4
22821031,1
22821032,11
22821036,8
22821037,1
22821038,8
22821039,7
22821040,1
22821042,9
22821045,4
22821048,11
22821049,6
22821050,2
22821053,6
22821056,3
22821057,1
22821062,5
22821063,2
22821064,9
22821065,2
22821068,8
22821073,8
22821076,4
22821077,12
22821079,2
22821080,8
22821082,1
22821085,2
22821087,12
22821090,8
22821091,11
22821092,7
22821093,10
22821096,10
22821098,7
22821100,11
22821101,6
22821102,1
22821103,3
22821104,7
22821107,11
22821108,11
22821109,7
22821110,1
22821111,11
22821112,1
22821113,10
22821114,1
22821115,4
22821116,11
22821117,1
22821118,1
22821120,9
22821121,10
22821122,9
22821124,2
22821125,5
22821127,12
22821128,12
22821130,9
22821133,2
22821135,8
22821139,11
22821147,6
22821150,9
22821151,9
22821153,9
22821154,9
22821155,9
22821156,2
22821157,8
22821158,1
22821159,9
22821160,1
22821161,7
22821162,7
22821163,3
22821166,10
22821170,7
22821171,10
22821172,10
22821173,6
22821174,6
22821175,8
22821176,11
22821184,11
22821190,12
22821191,7
22821193,10
22821196,12
22821197,9
22821198,11
22821199,2
22821200,9
22821201,10
22821202,8
22821203,8
22821204,11
22821205,1
22821206,11
22821209,8
22821210,3
22821211,4
22821212,11
22821213,1
22821215,3
22821217,2
22821218,7
22821221,7
22821222,7
22821223,7
22821225,4
22821226,10
22821227,8
22821229,7
22821230,4
22821231,4
22821232,10
22821233,10
22821234,11
22821238,9
22821239,1
22821245,9
22821246,1
22821247,2
22821248,3
22821250,1
22821251,1
22821252,1
22821253,4
22821254,1
22821255,11
22821256,7
22821257,1
22821258,1
22821259,10
22821260,9
22821261,10
22821262,12
22821263,4
22821265,3
22821266,4
22821269,3
22821270,7
22821273,1
22821274,11
22821275,8
22821276,4
22821278,7
22821280,2
22821282,9
22821287,1
22821288,12
22821292,9
22821295,11
22821297,9
22821298,7
22821299,11
22821300,9
22821301,3
22821302,11
22821304,12
22821307,1
22821310,1
22821314,4
22821315,2
22821317,1
22821319,5
22821320,5
22821323,3
22821324,1
22821325,11
22821327,11
22821328,7
22821329,4
22821332,11
22821333,10
22821334,1
22821335,10
22821336,7
22821339,5
22821340,7
22821341,1
22821343,3
22821344,1
22821345,12
22821346,9
22821347,12
22821348,10
22821349,1
22821351,10
22821352,11
22821354,2
22821356,1
22821357,8
22821358,8
22821359,1
22821360,4
22821361,11
22821362,4
22821363,1
22821364,11
22821365,1
22821366,4
22821367,12
22821369,10
22821371,7
22821373,4
22821375,8
22821376,4
22821377,10
22821378,3
22821379,1
22821380,6
22821381,11
22821382,1
22821383,1
22821386,7
22821387,11
22821388,9
22821389,11
22821390,3
22821391,1
22821392,6
22821393,1
22821394,3
22821395,7
22821396,6
22821398,11
22821399,7
22821400,4
22821401,11
22821404,11
22821405,9
22821409,1
22821413,8
22821414,6
22821416,1
22821418,7
22821419,8
22821420,4
22821421,12
22821423,8
22821426,8
22821427,11
22821430,8
22821431,2
22821432,8
22821433,1
22821434,7
22821436,10
22821437,2
22821439,2
22821440,10
22821441,4
22821444,10
22821445,8
22821446,4
22821447,1
22821448,10
22821449,8
22821451,7
22821453,1
22821454,7
22821458,2
22821459,6
22821460,3
22821461,11
22821462,1
22821463,3
22821464,1
22821467,8
22821468,8
22821470,8
22821471,2
22821472,11
22821473,1
22821474,9
22821475,1
22821476,8
22821477,7
22821478,11
22821479,4
22821480,10
22821481,10
22821489,4
22821490,11
22821495,1
22821498,10
22821499,3
22821503,9
22821504,6
22821509,7
22821511,6
22821512,1
22821513,6
22821517,7
22821520,11
22821521,11
22821522,3
22821523,10
22821526,3
22821528,10
22821529,10
22821530,7
22821531,4
22821532,6
22821534,1
22821535,1
22821537,7
22821540,2
22821541,8
22821542,1
22821543,10
22821544,10
22821546,4
22821549,1
22821550,10
22821551,7
22821552,11
22821553,7
22821557,4
22821559,11
22821560,1
22821563,9
22821565,1
22821567,4
22821568,4
22821572,1
22821575,4
22821576,11
22821577,4
22821578,7
22821580,3
22821581,3
22821584,7
22821585,7
22821586,12
22821587,11
22821589,3
22821593,3
22821595,1
22821596,7
22821597,8
22821599,8
22821600,1
22821601,2
22821602,10
22821603,11
22821604,10
22821605,1
22821606,8
22821611,8
22821613,11
22821614,10
22821615,4
22821616,3
22821617,2
22821618,3
22821619,7
22821621,11
22821623,11
22821627,7
22821628,9
22821630,8
22821631,7
22821632,7
22821633,1
22821636,11
22821637,8
22821638,1
22821639,7
22821640,5
22821641,11
22821642,11
22821643,3
22821644,9
22821646,2
22821647,3
22821649,8
22821653,8
22821654,3
22821656,2
22821657,11
22821659,3
22821666,10
22821669,4
22821672,11
22821674,10
22821675,1
22821676,10
22821678,2
22821680,10
22821684,11
22821688,2
22821690,8
22821693,8
22821695,10
22821696,4
22821700,7
22821701,1
22821702,4
22821703,3
22821704,12
22821705,4
22821706,7
22821708,4
22821710,12
22821711,8
22821716,11
22821717,1
22821718,10
22821720,3
22821721,4
22821729,1
22821730,3
22821731,8
22821732,3
22821733,1
22821735,1
22821737,11
22821740,1
22821741,4
22821743,7
22821745,8
22821746,4
22821748,4
22821749,4
22821750,11
22821752,1
22821753,3
22821754,6
22821755,4
22821756,8
22821758,7
22821759,8
22821760,1
22821763,3
22821764,9
22821766,1
22821767,4
22821770,12
22821772,8
22821773,7
22821775,8
22821777,1
22821778,4
22821779,1
22821781,7
22821782,10
22821783,2
22821785,1
22821786,4
22821787,8
22821789,10
22821790,11
22821791,3
22821792,9
22821793,1
22821794,11
22821795,4
22821797,7
22821800,7
22821801,7
22821802,12
22821803,10
22821805,2
22821806,1
22821811,11
22821813,11
22821815,7
22821816,12
22821817,1
22821818,4
22821822,9
22821823,7
22821824,2
22821827,7
22821828,7
22821830,1
22821832,3
22821836,2
22821837,4
22821839,10
22821840,8
22821842,4
22821844,10
22821846,10
22821878,4
22821879,3
22821880,1
22821881,3
22821883,3
22821884,3
22821885,3
22821886,4
22821887,4
22821889,1
22821890,1
22821891,4
22821893,1
22821894,1
22821897,7
22821900,4
22821901,1
22821902,7
22821903,3
22821905,10
22821909,2
22821912,2
22821913,3
22821914,12
22821915,4
22821916,4
22821917,7
22821919,6
22821922,7
22821925,1
22821926,1
22821928,7
22821929,8
22821930,1
22821931,12
22821932,5
22821933,12
22821934,7
22821936,10
22821937,4
22821939,10
22821940,1
22821941,7
22821942,7
22821945,12
22821949,8
22821950,4
22821954,1
22821956,10
22821957,8
22821960,7
22821962,10
22821965,4
22821967,1
22821968,9
22821969,7
22821972,9
22821974,7
22821975,8
22821976,1
22821978,7
22821979,1
22821980,11
22821984,4
22821985,4
22821987,8
22821989,1
22821991,11
22821992,1
22821993,7
22821994,12
22821995,10
22821996,12
22821997,11
22821999,10
22822004,4
22822005,10
22822007,7
22822008,2
22822009,8
22822010,4
22822011,1
22822012,1
22822013,1
22822014,1
22822017,3
22822019,1
22822021,2
22822023,1
22822024,4
22822025,1
22822026,4
22822027,11
22822028,1
22822029,4
22822030,8
22822031,3
22822033,11
22822034,11
22822035,10
22822037,1
22822039,11
22822040,3
22822041,11
22822042,12
22822043,6
22822045,4
22822046,3
22822048,7
22822049,11
22822051,10
22822052,3
22822053,1
22822055,4
22822058,1
22822059,1
22822060,10
22822063,1
22822065,4
22822066,3
22822068,7
22822069,10
22822070,4
22822075,1
22822076,5
22822077,1
22822083,7
22822085,10
22822088,11
22822090,8
22822093,3
22822095,10
22822098,1
22822100,1
22822101,10
22822102,3
22822104,2
22822106,8
22822109,7
22822110,4
22822112,7
22822113,3
22822114,2
22822115,7
22822116,11
22822117,1
22822118,10
22822119,8
22822120,8
22822123,1
22822124,11
22822128,8
22822130,8
22822131,1
22822132,4
22822133,1
22822134,1
22822137,9
22822138,1
22822140,11
22822142,4
22822144,12
22822148,4
22822149,11
22822150,7
22822152,3
22822153,1
22822156,8
22822157,8
22822158,1
22822163,3
22822164,1
22822165,8
22822166,4
22822170,11
22822171,9
22822174,2
22822175,2
22822176,3
22822177,4
22822178,1
22822180,6
22822181,8
22822182,11
22822184,4
22822187,1
22822188,10
22822189,11
22822193,4
22822195,4
22822197,1
22822198,1
22822199,5
22822203,1
22822205,2
22822206,7
22822208,12
22822209,7
22822212,6
22822213,2
22822214,6
22822215,3
22822218,11
22822222,4
22822223,1
22822224,1
22822225,4
22822227,7
22822229,10
22822231,2
22822233,1
22822235,6
22822236,12
22822240,1
22822241,6
22822243,4
22822245,9
22822247,8
22822249,8
22822250,4
22822251,9
22822256,10
22822258,1
22822259,1
22822260,11
22822261,7
22822264,1
22822265,11
22822267,4
22822270,4
22822271,4
22822273,4
22822277,3
22822278,1
22822279,7
22822280,4
22822281,7
22822283,7
22822285,4
22822286,10
22822288,6
22822289,3
22822290,10
22822291,12
22822294,7
22822298,1
22822299,2
22822300,9
22822301,9
22822302,10
22822303,7
22822305,3
22822307,7
22822308,7
22822309,7
22822310,7
22822311,7
22822316,9
22822317,8
22822318,5
22822319,10
22822322,3
22822323,3
22822324,9
22822325,1
22822326,5
22822327,10
22822329,7
22822330,8
22822331,12
22822332,10
22822333,10
22822335,10
22822337,4
22822340,7
22822341,7
22822343,5
22822347,10
22822348,1
22822350,7
22822351,1
22822353,10
22822357,6
22822358,10
22822361,10
22822362,1
22822365,1
22822368,1
22822370,12
22822373,7
22822374,7
22822375,9
22822376,10
22822377,3
22822379,8
22822380,8
22822381,4
22822385,9
22822388,1
22822389,3
22822390,11
22822393,7
22822395,7
22822396,9
22822401,1
22822402,10
22822403,4
22822406,4
22822410,3
22822414,1
22822417,7
22822418,11
22822421,10
22822424,10
22822428,9
22822435,8
22822437,12
22822440,3
22822444,6
22822450,1
22822452,1
22822453,4
22822455,6
22822456,11
22822462,8
22822463,1
22822464,1
22822466,1
22822467,5
22822469,8
22822471,4
22822473,1
22822474,7
22822475,9
22822476,7
22822477,11
22822480,9
22822484,1
22822486,2
22822488,1
22822491,2
22822493,1
22822495,3
22822496,1
22822497,1
22822501,4
22822503,7
22822504,4
22822507,1
22822512,11
22822516,10
22822517,7
22822520,1
22822525,3
22822526,7
22822528,8
22822529,8
22822531,8
22822532,1
22822533,7
22822534,10
22822535,11
22822536,3
22822537,8
22822538,1
22822539,2
22822540,4
22822543,6
22822544,7
22822545,8
22822547,8
22822548,8
22822549,1
22822550,1
22822554,2
22822556,7
22822560,4
22822566,11
22822568,3
22822570,4
22822571,7
22822573,3
22822575,4
22822576,1
22822579,6
22822580,4
22822581,4
22822582,4
22822584,12
22822585,10
22822593,1
22822596,8
22822597,10
22822601,11
22822602,10
22822604,1
22822605,1
22822607,10
22822610,1
22822611,3
22822613,8
22822618,10
22822619,3
22822622,11
22822623,1
22822626,1
22822627,8
22822629,9
22822632,7
22822635,3
22822638,4
22822640,10
22822641,7
22822642,1
22822644,4
22822649,4
22822651,12
22822652,1
22822655,3
22822657,10
22822661,11
22822662,8
22822668,10
22822670,1
22822675,10
22822677,2
22822680,1
22822684,7
22822685,7
22822688,5
22822689,11
22822692,3
22822693,10
22822694,4
22822695,12
22822696,10
22822697,8
22822699,10
22822700,1
22822701,1
22822702,1
22822705,6
22822709,7
22822710,10
22822711,1
22822712,11
22822714,10
22822715,7
22822717,4
22822718,6
22822719,7
22822720,2
22822721,1
22822724,8
22822726,1
22822729,3
22822730,10
22822731,7
22822732,7
22822733,7
22822735,11
22822736,11
22822738,1
22822740,10
22822741,5
22822742,11
22822744,4
22822746,1
22822748,12
22822750,7
22822754,1
22822755,8
22822758,5
22822759,10
22822761,1
22822763,8
22822765,9
22822767,10
22822775,7
22822776,10
22822777,7
22822779,11
22822780,4
22822781,12
22822782,7
22822783,6
22822784,4
22822787,10
22822788,4
22822790,11
22822796,11
22822797,4
22822798,4
22822799,4
22822802,1
22822803,7
22822807,9
22822808,9
22822809,12
22822810,1
22822811,8
22822816,1
22822817,1
22822818,1
22822820,6
22822824,10
22822825,3
22822826,7
22822827,4
22822828,1
22822829,1
22822830,8
22822833,4
22822836,4
22822837,8
22822839,1
22822844,10
22822845,11
22822846,11
22822847,4
22822850,11
22822852,4
22822853,12
22822855,1
22822857,4
22822859,4
22822860,10
22822861,11
22822862,10
22822863,9
22822869,10
22822870,12
22822871,3
22822873,4
22822874,2
22822875,8
22822876,8
22822878,8
22822879,2
22822880,1
22822883,3
22822884,1
22822885,9
22822886,4
22822890,10
22822893,7
22822894,5
22822895,10
22822898,7
22822899,7
22822900,10
22822904,1
22822905,1
22822907,7
22822909,1
22822910,10
22822913,4
22822917,8
22822920,5
22822921,10
22822922,11
22822923,8
22822924,7
22822925,1
22822926,12
22822927,4
22822928,1
22822929,11
22822934,10
22822935,4
22822936,8
22822938,10
22822939,1
22822941,7
22822943,7
22822944,11
22822945,11
22822947,4
22822949,3
22822951,2
22822954,12
22822956,3
22822958,1
22822963,12
22822964,1
22822965,4
22822966,7
22822968,7
22822969,11
22822971,1
22822972,4
22822973,3
22822974,4
22822975,1
22822976,10
22822978,2
22822979,4
22822980,7
22822981,7
22822983,4
22822984,5
22822985,11
22822986,9
22822988,9
22822989,10
22822990,7
22822991,12
22822992,11
22822995,1
22822998,8
22822999,1
22823004,1
22823005,10
22823008,2
22823011,5
22823012,11
22823013,8
22823014,3
22823015,7
22823020,5
22823022,5
22823027,10
22823028,7
22823031,6
22823032,7
22823035,7
22823040,7
22823041,6
22823042,11
22823046,1
22823051,9
22823053,10
22823054,11
22823055,4
22823059,6
22823061,3
22823062,7
22823065,7
22823067,7
22823068,11
22823072,1
22823074,6
22823075,8
22823077,7
22823080,3
22823081,2
22823082,8
22823084,1
22823085,9
22823088,9
22823089,3
22823091,2
22823095,2
22823097,7
22823098,1
22823102,9
22823105,8
22823111,7
22823112,2
22823115,1
22823116,1
22823118,7
22823121,1
22823122,7
22823127,1
22823129,10
22823132,8
22823134,2
22823135,3
22823136,1
22823137,8
22823141,9
22823145,7
22823147,6
22823148,4
22823149,7
22823151,1
22823153,8
22823155,4
22823156,1
22823159,2
22823166,3
22823168,11
22823170,7
22823172,3
22823174,1
22823175,1
22823177,10
22823178,11
22823179,7
22823181,1
22823182,10
22823183,10
22823189,1
22823193,1
22823194,1
22823197,1
22823198,1
22823200,4
22823202,5
22823206,7
22823209,11
22823213,4
22823215,1
22823218,1
22823219,3
22823221,7
22823223,1
22823224,12
22823227,8
22823228,10
22823229,1
22823236,11
22823238,7
22823239,1
22823240,4
22823241,1
22823244,7
22823245,12
22823247,6
22823249,3
22823251,3
22823252,7
22823253,4
22823256,8
22823257,8
22823258,9
22823259,1
22823262,2
22823263,10
22823264,12
22823265,8
22823266,2
22823267,11
22823270,8
22823272,1
22823273,10
22823274,7
22823275,11
22823276,5
22823279,11
22823281,10
22823282,7
22823284,10
22823286,11
22823287,12
22823292,4
22823293,4
22823295,1
22823296,1
22823298,1
22823308,9
22823310,12
22823312,11
22823313,8
22823314,7
22823315,3
22823316,9
22823320,11
22823321,1
22823323,10
22823325,1
22823327,12
22823329,1
22823330,1
22823332,10
22823333,1
22823334,1
22823337,1
22823338,1
22823339,12
22823340,12
22823343,8
22823344,8
22823345,10
22823346,7
22823348,7
22823349,10
22823350,3
22823351,12
22823352,1
22823357,1
22823360,1
22823361,10
22823362,7
22823363,3
22823369,12
22823371,10
22823373,10
22823374,7
22823375,11
22823377,6
22823378,9
22823383,7
22823384,3
22823387,1
22823388,8
22823392,11
22823393,4
22823394,1
22823395,6
22823397,4
22823399,10
22823400,10
22823402,11
22823406,8
22823409,11
22823415,9
22823416,7
22823417,1
22823418,1
22823420,1
22823422,4
22823423,2
22823424,5
22823425,5
22823426,8
22823428,7
22823429,3
22823430,11
22823432,10
22823434,10
22823436,1
22823437,11
22823439,10
22823441,1
22823442,5
22823444,9
22823445,2
22823447,8
22823448,10
22823452,1
22823456,2
22823462,11
22823465,6
22823466,7
22823471,7
22823475,8
22823477,10
22823479,1
22823480,4
22823481,4
22823482,5
22823483,10
22823487,8
22823490,1
22823491,11
22823495,1
22823496,10
22823497,10
22823498,1
22823500,1
22823501,3
22823502,12
22823503,6
22823505,4
22823506,4
22823507,4
22823511,1
22823512,4
22823513,7
22823516,3
22823517,12
22823518,1
22823520,10
22823521,10
22823523,1
22823526,12
22823527,10
22823529,8
22823530,8
22823532,2
22823535,1
22823536,9
22823537,11
22823538,10
22823539,10
22823540,10
22823541,7
22823542,10
22823547,9
22823548,10
22823550,10
22823551,10
22823556,8
22823558,6
22823559,4
22823560,7
22823564,3
22823567,4
22823568,11
22823570,1
22823572,4
22823574,4
22823575,1
22823576,7
22823578,4
22823579,12
22823580,1
22823581,10
22823582,8
22823583,12
22823585,1
22823587,8
22823590,10
22823591,4
22823592,3
22823593,10
22823595,12
22823596,2
22823600,4
22823601,11
22823603,7
22823604,10
22823605,6
22823607,9
22823608,4
22823609,9
22823613,11
22823616,7
22823617,3
22823618,8
22823619,3
22823621,1
22823623,1
22823627,4
22823628,10
22823629,1
22823630,12
22823631,4
22823636,3
22823638,10
22823640,10
22823641,4
22823643,4
22823644,4
22823645,1
22823646,1
22823648,4
22823649,5
22823651,7
22823652,1
22823653,1
22823654,3
22823655,4
22823656,3
22823659,8
22823660,1
22823662,8
22823663,1
22823664,5
22823665,4
22823670,7
22823671,10
22823675,11
22823678,8
22823679,10
22823680,1
22823683,11
22823684,4
22823686,1
22823687,3
22823688,10
22823689,1
22823690,4
22823692,10
22823693,1
22823694,1
22823695,7
22823696,5
22823697,10
22823699,4
22823702,8
22823705,1
22823707,1
22823709,5
22823710,3
22823711,11
22823713,7
22823715,8
22823716,2
22823719,11
22823720,10
22823721,7
22823723,1
22823724,11
22823728,1
22823729,4
22823731,1
22823733,10
22823734,7
22823737,8
22823739,11
22823740,7
22823743,9
22823744,5
22823747,1
22823748,7
22823749,10
22823753,2
22823760,10
22823763,3
22823764,2
22823767,11
22823768,8
22823770,12
22823771,11
22823772,3
22823773,10
22823775,8
22823778,4
22823779,1
22823780,8
22823781,10
22823783,6
22823784,7
22823785,1
22823793,1
22823794,4
22823795,1
22823797,10
22823799,2
22823803,7
22823805,11
22823808,1
22823812,1
22823813,7
22823817,1
22823818,10
22823821,3
22823822,2
22823824,7
22823828,8
22823829,10
22823831,1
22823834,10
22823835,10
22823842,12
22823844,7
22823845,3
22823846,11
22823848,8
22823849,12
22823851,7
22823852,4
22823853,10
22823854,10
22823855,1
22823857,1
22823858,8
22823860,11
22823861,10
22823864,4
22823865,1
22823866,8
22823867,12
22823870,11
22823873,3
22823874,1
22823876,1
22823877,8
22823878,8
22823879,11
22823881,4
22823883,1
22823884,7
22823885,7
22823886,1
22823889,10
22823890,10
22823891,7
22823895,6
22823896,1
22823902,1
22823904,3
22823906,7
22823907,3
22823908,11
22823910,10
22823914,7
22823915,7
22823916,3
22823917,8
22823918,1
22823919,12
22823920,11
22823921,7
22823923,3
22823924,4
22823925,4
22823926,10
22823930,12
22823933,3
22823934,3
22823936,11
22823937,10
22823939,5
22823941,7
22823943,10
22823944,8
22823945,8
22823946,3
22823948,10
22823949,8
22823950,1
22823952,3
22823953,11
22823954,1
22823959,6
22823964,3
22823966,1
22823969,5
22823977,12
22823982,3
22823985,9
22823987,10
22823988,8
22823989,6
22823990,10
22823992,4
22823993,7
22823994,4
22823995,4
22823998,5
22824001,7
22824002,7
22824003,10
22824004,8
22824005,9
22824006,10
22824009,12
22824010,10
22824011,1
22824012,3
22824013,3
22824017,3
22824020,3
22824021,3
22824022,6
22824024,3
22824026,1
22824027,1
22824028,1
22824029,1
22824030,5
22824032,7
22824033,8
22824038,1
22824039,1
22824040,9
22824042,11
22824043,1
22824045,2
22824046,10
22824047,9
22824049,7
22824050,1
22824051,4
22824055,9
22824057,11
22824058,6
22824060,1
22824061,10
22824062,3
22824063,8
22824064,1
22824065,2
22824067,11
22824071,7
22824072,10
22824073,4
22824074,4
22824076,1
22824077,10
22824078,8
22824080,1
22824081,12
22824082,4
22824084,8
22824087,5
22824089,3
22824093,7
22824095,3
22824099,11
22824100,11
22824104,4
22824106,7
22824107,5
22824109,7
22824112,12
22824114,1
22824115,4
22824116,4
22824117,1
22824120,4
22824121,10
22824123,7
22824124,7
22824127,11
22824128,3
22824129,3
22824130,1
22824133,1
22824134,6
22824136,4
22824138,4
22824140,6
22824141,11
22824143,1
22824146,1
22824147,3
22824148,1
22824149,3
22824150,7
22824153,5
22824154,1
22824155,3
22824156,3
22824157,7
22824158,1
22824159,1
22824160,1
22824161,1
22824162,1
22824163,4
22824165,1
22824166,1
22824167,5
22824168,1
22824169,10
22824170,10
22824171,7
22824172,1
22824173,9
22824174,7
22824175,8
22824176,9
22824177,4
22824178,7
22824180,1
22824185,7
22824186,11
22824188,7
22824189,3
22824190,9
22824191,9
22824192,7
22824195,7
22824197,3
22824203,1
22824208,3
22824209,6
22824211,10
22824212,11
22824213,4
22824214,1
22824216,7
22824217,7
22824218,7
22824219,7
22824223,3
22824225,7
22824226,3
22824227,10
22824228,1
22824229,1
22824230,7
22824232,3
22824234,4
22824235,7
22824237,5
22824238,10
22824241,11
22824242,5
22824243,1
22824244,5
22824245,1
22824246,10
22824248,5
22824249,4
22824250,1
22824251,1
22824256,1
22824257,3
22824258,3
22824259,3
22824260,4
22824261,7
22824262,3
22824263,3
22824267,4
22824269,7
22824270,1
22824271,11
22824273,6
22824274,3
22824275,3
22824276,5
22824281,3
22824283,5
22824287,1
22824288,3
22824294,9
22824295,1
22824296,11
22824297,7
22824298,1
22824299,7
22824300,11
22824303,10
22824304,1
22824309,1
22824312,1
22824314,7
22824318,4
22824319,3
22824323,1
22824326,7
22824327,4
22824328,9
22824329,3
22824330,10
22824331,3
22824332,5
22824333,7
22824334,1
22824335,11
22824340,10
22824341,9
22824342,7
22824343,3
22824344,3
22824345,1
22824347,1
22824348,10
22824351,8
22824352,9
22824353,7
22824354,1
22824361,1
22824362,8
22824363,1
22824365,4
22824366,11
22824367,3
22824368,10
22824370,7
22824371,7
22824372,7
22824373,7
22824375,3
22824376,6
22824378,8
22824380,7
22824391,7
22824402,1
22824406,7
22824407,1
22824408,7
22824409,1
22824410,2
22824411,9
22824412,7
22824413,10
22824414,1
22824416,3
22824417,4
22824418,7
22824420,11
22824422,1
22824423,3
22824424,12
22824425,1
22824426,1
22824427,7
22824428,7
22824429,3
22824432,8
22824435,3
22824436,11
22824437,4
22824439,8
22824441,1
22824444,1
22824445,12
22824446,4
22824447,3
22824448,7
22824449,3
22824451,11
22824452,1
22824455,1
22824456,9
22824460,1
22824462,11
22824464,1
22824466,7
22824467,7
22824468,7
22824469,10
22824471,11
22824473,7
22824475,11
22824476,3
22824477,8
22824478,12
22824482,4
22824483,4
22824484,3
22824486,6
22824487,6
22824490,3
22824492,1
22824493,1
22824497,1
22824498,1
22824499,6
22824501,3
22824505,7
22824507,7
22824509,3
22824512,10
22824513,11
22824514,7
22824515,4
22824516,4
22824517,11
22824522,7
22824523,7
22824524,7
22824528,9
22824530,1
22824535,4
22824536,3
22824538,11
22824541,7
22824543,10
22824545,3
22824547,9
22824549,11
22824551,2
22824555,10
22824556,3
22824557,8
22824560,3
22824561,1
22824564,6
22824565,9
22824566,1
22824568,11
22824570,1
22824573,12
22824574,10
22824575,1
22824577,1
22824578,8
22824579,10
22824581,1
22824583,1
22824585,8
22824587,1
22824588,10
22824589,12
22824590,1
22824592,5
22824595,1
22824596,10
22824597,4
22824599,10
22824601,11
22824603,7
22824604,11
22824605,1
22824607,11
22824610,4
22824611,12
22824613,1
22824616,1
22824617,6
22824618,1
22824619,6
22824625,8
22824626,6
22824627,10
22824628,3
