idmeter,clus_num
22816195,3
22816201,3
22816202,1
22816203,10
22816205,4
22816207,1
22816209,1
22816211,1
22816215,6
22816216,11
22816217,10
22816221,7
22816224,9
22816225,10
22816227,4
22816231,4
22816234,7
22816235,2
22816236,2
22816237,7
22816240,8
22816241,6
22816245,1
22816248,1
22816249,8
22816250,1
22816252,8
22816254,8
22816255,1
22816256,4
22816257,1
22816258,7
22816260,10
22816262,4
22816263,4
22816266,8
22816267,11
22816271,3
22816272,8
22816273,10
22816277,8
22816279,3
22816280,11
22816283,1
22816284,1
22816285,7
22816291,11
22816292,3
22816295,7
22816296,7
22816299,1
22816300,1
22816301,11
22816302,1
22816303,8
22816305,4
22816308,12
22816310,1
22816312,4
22816313,7
22816314,7
22816315,4
22816316,9
22816318,4
22816319,10
22816321,11
22816322,1
22816324,3
22816325,6
22816327,10
22816330,7
22816331,11
22816332,6
22816333,10
22816338,3
22816339,7
22816340,9
22816341,11
22816342,3
22816343,7
22816346,5
22816347,4
22816349,1
22816352,7
22816355,3
22816358,1
22816359,11
22816360,4
22816362,3
22816363,4
22816364,4
22816365,3
22816366,10
22816367,1
22816372,6
22816373,1
22816374,10
22816376,1
22816377,11
22816378,8
22816379,1
22816380,1
22816381,1
22816382,12
22816383,10
22816384,6
22816385,11
22816387,4
22816388,1
22816389,1
22816390,3
22816399,12
22816406,1
22816407,8
22816412,11
22816413,6
22816414,4
22816415,3
22816418,1
22816420,4
22816421,1
22816423,4
22816424,1
22816425,6
22816426,1
22816427,1
22816428,1
22816434,1
22816435,3
22816436,1
22816437,3
22816438,12
22816439,10
22816440,4
22816441,3
22816444,1
22816445,5
22816446,11
22816448,1
22816449,3
22816451,10
22816452,8
22816454,6
22816455,9
22816457,6
22816458,10
22816459,10
22816460,10
22816462,1
22816474,10
22816475,1
22816478,3
22816485,11
22816486,12
22816488,11
22816489,11
22816491,6
22816494,2
22816495,2
22816496,4
22816497,7
22816498,1
22816500,1
22816502,12
22816503,8
22816504,11
22816505,7
22816506,10
22816508,8
22816511,10
22816512,4
22816516,1
22816517,8
22816518,1
22816520,6
22816521,4
22816522,10
22816523,1
22816524,4
22816525,10
22816526,8
22816527,7
22816528,1
22816529,8
22816530,6
22816531,1
22816532,10
22816533,11
22816535,5
22816542,1
22816543,12
22816544,3
22816545,4
22816549,1
22816553,11
22816556,3
22816557,4
22816560,10
22816561,7
22816564,1
22816566,11
22816568,11
22816580,5
22816582,2
22816583,2
22816585,1
22816589,10
22816590,8
22816591,1
22816598,10
22816601,3
22816602,7
22816604,6
22816605,1
22816607,6
22816609,1
22816614,4
22816615,1
22816618,5
22816619,1
22816621,10
22816624,11
22816625,1
22816627,10
22816629,7
22816630,4
22816631,3
22816633,6
22816634,4
22816637,7
22816638,10
22816639,4
22816641,1
22816642,1
22816643,3
22816644,10
22816645,4
22816649,10
22816651,11
22816652,4
22816654,1
22816656,4
22816658,4
22816659,4
22816662,4
22816663,7
22816665,7
22816666,8
22816667,1
22816668,7
22816670,4
22816671,11
22816672,11
22816673,7
22816674,11
22816676,12
22816677,9
22816680,7
22816681,1
22816684,4
22816686,4
22816687,6
22816688,11
22816689,5
22816690,6
22816691,1
22816692,7
22816693,4
22816694,4
22816695,4
22816697,11
22816698,1
22816699,3
22816701,4
22816702,1
22816703,1
22816704,11
22816705,1
22816707,1
22816708,1
22816709,1
22816711,8
22816712,11
22816714,1
22816715,9
22816718,4
22816719,1
22816722,4
22816723,9
22816724,4
22816725,11
22816728,9
22816729,7
22816731,1
22816733,4
22816734,4
22816735,1
22816736,1
22816737,7
22816738,11
22816740,3
22816741,11
22816742,1
22816743,11
22816744,4
22816745,8
22816746,8
22816747,1
22816748,7
22816749,5
22816750,1
22816751,10
22816754,3
22816755,11
22816756,11
22816757,7
22816758,7
22816760,1
22816761,1
22816762,4
22816764,1
22816765,7
22816766,1
22816767,8
22816769,7
22816771,7
22816772,11
22816773,10
22816775,3
22816776,4
22816777,4
22816780,4
22816781,4
22816783,4
22816786,7
22816787,11
22816788,11
22816789,1
22816790,11
22816791,11
22816792,6
22816794,1
22816795,1
22816797,4
22816798,11
22816800,9
22816801,11
22816802,3
22816806,4
22816810,11
22816811,3
22816812,3
22816813,7
22816815,1
22816816,12
22816817,1
22816818,11
22816819,7
22816820,10
22816821,7
22816822,7
22816823,7
22816824,8
22816825,1
22816826,3
22816827,1
22816828,1
22816830,3
22816831,4
22816832,3
22816833,4
22816834,9
22816835,4
22816836,1
22816837,7
22816838,4
22816839,3
22816840,7
22816841,4
22816842,10
22816843,7
22816844,12
22816845,1
22816847,3
22816848,1
22816849,1
22816850,4
22816851,1
22816852,1
22816853,1
22816854,9
22816855,7
22816856,4
22816857,4
22816858,3
22816861,1
22816862,11
22816863,7
22816864,1
22816865,4
22816866,4
22816868,11
22816869,1
22816870,4
22816871,11
22816872,4
22816873,11
22816874,6
22816875,6
22816878,7
22816879,11
22816880,1
22816881,4
22816882,7
22816883,1
22816884,1
22816885,6
22816886,1
22816888,4
22816889,4
22816890,7
22816891,4
22816893,7
22816894,1
22816896,7
22816898,11
22816899,4
22816900,10
22816902,8
22816904,4
22816905,8
22816906,4
22816908,1
22816909,4
22816910,3
22816911,1
22816912,7
22816913,7
22816914,4
22816918,9
22816920,4
22816924,6
22816925,11
22816926,4
22816928,1
22816929,10
22816930,4
22816931,1
22816932,4
22816933,3
22816935,5
22816937,6
22816938,1
22816939,1
22816940,4
22816943,1
22816944,3
22816948,4
22816950,4
22816951,4
22816953,1
22816954,5
22816955,1
22816956,10
22816963,12
22816969,11
22816970,11
22816971,9
22816973,1
22816974,6
22816976,3
22816977,11
22816978,4
22816979,7
22816980,3
22816981,3
22816982,1
22816983,11
22816984,3
22816987,4
22816989,8
22816993,4
22816999,4
22817000,1
22817001,11
22817002,7
22817003,4
22817004,4
22817005,7
22817006,1
22817009,1
22817010,10
22817013,1
22817015,10
22817016,1
22817017,4
22817018,10
22817020,1
22817021,11
22817022,1
22817023,11
22817024,1
22817025,1
22817026,9
22817028,4
22817029,7
22817031,7
22817032,7
22817033,9
22817034,12
22817035,4
22817036,1
22817037,9
22817038,4
22817039,4
22817040,11
22817041,1
22817042,4
22817046,11
22817047,1
22817048,5
22817051,7
22817053,4
22817056,12
22817057,4
22817058,7
22817059,4
22817060,3
22817061,4
22817062,1
22817064,4
22817066,7
22817069,7
22817070,7
22817071,5
22817073,1
22817074,1
22817075,12
22817076,1
22817077,7
22817078,5
22817079,1
22817081,1
22817083,4
22817084,5
22817085,1
22817086,11
22817087,11
22817088,5
22817089,12
22817090,7
22817091,7
22817092,4
22817093,3
22817094,5
22817095,4
22817096,1
22817097,3
22817098,3
22817100,4
22817101,4
22817102,7
22817103,7
22817105,7
22817107,10
22817108,4
22817109,1
22817110,1
22817111,1
22817112,10
22817113,5
22817114,11
22817115,7
22817118,7
22817119,10
22817122,4
22817125,7
22817127,4
22817131,5
22817132,1
22817134,4
22817136,10
22817138,1
22817140,11
22817142,7
22817143,7
22817144,11
22817145,4
22817148,4
22817151,10
22817152,10
22817153,8
22817156,11
22817158,1
22817162,11
22817165,11
22817166,11
22817168,4
22817169,3
22817170,10
22817171,7
22817172,7
22817173,1
22817174,11
22817176,9
22817181,10
22817182,11
22817184,11
22817185,1
22817187,7
22817189,4
22817190,7
22817191,7
22817192,11
22817193,3
22817194,1
22817195,1
22817196,7
22817197,4
22817204,11
22817205,3
22817207,2
22817208,7
22817209,8
22817211,8
22817212,7
22817215,3
22817217,1
22817218,1
22817219,7
22817223,7
22817224,1
22817226,10
22817227,8
22817228,4
22817229,2
22817230,8
22817231,11
22817233,7
22817234,6
22817235,1
22817236,1
22817238,11
22817239,2
22817240,1
22817241,10
22817242,10
22817243,1
22817244,8
22817246,7
22817247,1
22817249,5
22817250,1
22817251,7
22817252,10
22817254,7
22817255,8
22817256,1
22817257,4
22817258,10
22817263,5
22817266,10
22817267,4
22817272,4
22817274,4
22817275,4
22817276,11
22817277,11
22817278,10
22817279,7
22817280,1
22817281,1
22817287,2
22817288,4
22817291,1
22817294,10
22817295,4
22817296,1
22817297,11
22817298,5
22817301,11
22817303,10
22817304,11
22817306,2
22817307,4
22817311,11
22817312,8
22817313,10
22817314,3
22817317,8
22817320,1
22817321,8
22817322,8
22817323,10
22817327,3
22817328,12
22817329,8
22817331,10
22817332,7
22817338,2
22817339,1
22817340,10
22817341,4
22817342,1
22817343,8
22817345,1
22817347,10
22817350,1
22817352,3
22817353,10
22817354,4
22817355,11
22817357,1
22817358,7
22817359,1
22817360,7
22817362,3
22817365,1
22817369,4
22817372,6
22817374,10
22817377,4
22817378,11
22817383,8
22817385,1
22817386,2
22817387,10
22817389,9
22817391,8
22817393,10
22817395,10
22817396,1
22817398,8
22817400,6
22817401,1
22817402,4
22817403,4
22817404,1
22817405,7
22817406,4
22817407,6
22817408,4
22817409,5
22817410,9
22817411,7
22817412,3
22817414,1
22817416,1
22817417,7
22817418,3
22817419,8
22817420,1
22817421,3
22817422,9
22817423,1
22817424,4
22817425,1
22817426,7
22817427,1
22817428,1
22817429,6
22817431,7
22817432,7
22817433,4
22817434,8
22817435,7
22817436,7
22817437,4
22817439,3
22817440,4
22817441,4
22817442,3
22817443,8
22817445,7
22817446,1
22817447,7
22817448,5
22817450,5
22817451,4
22817453,11
22817454,1
22817458,4
22817459,8
22817460,10
22817461,9
22817463,3
22817464,8
22817466,1
22817468,4
22817470,6
22817473,7
22817474,1
22817476,11
22817481,8
22817483,8
22817484,9
22817485,1
22817487,10
22817489,2
22817490,3
22817491,7
22817492,3
22817495,11
22817497,10
22817498,1
22817499,11
22817500,1
22817509,10
22817514,8
22817515,10
22817518,3
22817520,1
22817527,8
22817529,6
22817530,11
22817531,6
22817533,8
22817536,1
22817537,1
22817538,11
22817539,10
22817540,8
22817541,7
22817542,12
22817543,11
22817544,7
22817545,11
22817546,1
22817549,7
22817550,7
22817551,7
22817552,4
22817553,3
22817554,11
22817556,2
22817557,7
22817558,3
22817559,1
22817560,10
22817561,7
22817562,4
22817563,8
22817565,5
22817568,6
22817569,1
22817570,1
22817571,3
22817573,1
22817576,11
22817577,11
22817578,3
22817579,12
22817580,11
22817581,7
22817582,7
22817583,3
22817585,7
22817586,11
22817587,4
22817588,1
22817589,4
22817590,4
22817592,1
22817593,1
22817595,3
22817596,11
22817597,7
22817599,1
22817600,1
22817601,4
22817602,11
22817603,5
22817605,7
22817606,10
22817610,4
22817611,11
22817613,4
22817614,3
22817617,7
22817618,9
22817619,11
22817623,7
22817624,10
22817625,10
22817626,12
22817630,8
22817633,4
22817635,10
22817636,10
22817637,5
22817641,1
22817642,1
22817650,8
22817651,11
22817652,7
22817653,4
22817660,3
22817663,3
22817664,11
22817665,5
22817666,1
22817667,11
22817668,8
22817669,9
22817675,11
22817677,10
22817678,4
22817681,2
22817682,10
22817683,1
22817686,10
22817687,1
22817689,8
22817690,3
22817694,4
22817699,10
22817700,10
22817702,1
22817703,7
22817704,11
22817705,4
22817707,6
22817708,7
22817709,8
22817713,4
22817714,1
22817715,4
22817716,4
22817717,4
22817718,4
22817719,10
22817721,1
22817722,7
22817723,1
22817724,10
22817725,7
22817726,5
22817727,3
22817730,7
22817731,1
22817732,10
22817733,6
22817734,3
22817737,1
22817739,8
22817740,4
22817743,1
22817745,4
22817746,2
22817748,2
22817752,1
22817753,6
22817754,9
22817758,1
22817762,10
22817775,4
22817785,11
22817786,4
22817787,1
22817788,6
22817789,7
22817790,5
22817792,6
22817793,1
22817794,9
22817795,10
22817796,6
22817797,4
22817798,8
22817799,4
22817801,3
22817803,11
22817843,4
22817844,12
22817845,1
22817847,6
22817848,4
22817849,7
22817850,1
22817851,10
22817954,1
22817955,9
22817956,10
22817959,12
22817960,10
22817961,8
22817962,11
22817964,2
22817965,1
22817966,9
22817967,3
22817968,2
22817969,8
22817971,11
22817973,9
22817974,2
22817976,2
22817977,11
22817978,11
22817980,9
22817981,1
22817983,11
22817984,9
22817985,10
22817986,11
22817987,7
22817989,8
22817990,8
22817992,9
22817993,2
22817994,1
22817995,8
22817996,11
22817999,11
22818000,11
22818001,4
22818002,1
22818003,9
22818004,1
22818005,1
22818006,4
22818007,3
22818009,7
22818010,8
22818011,8
22818012,2
22818014,4
22818016,10
22818018,9
22818019,2
22818020,11
22818022,1
22818023,1
22818024,7
22818025,11
22818026,6
22818027,8
22818028,9
22818029,11
22818030,11
22818031,8
22818032,8
22818033,2
22818034,9
22818035,9
22818036,11
22818038,10
22818039,1
22818040,2
22818042,2
22818043,10
22818045,9
22818047,2
22818048,2
22818049,2
22818050,2
22818051,2
22818052,2
22818053,9
22818055,11
22818056,9
22818057,9
22818058,8
22818059,4
22818060,11
22818061,9
22818062,11
22818063,1
22818064,9
22818065,9
22818066,7
22818068,11
22818069,11
22818072,9
22818074,11
22818075,7
22818076,11
22818077,9
22818078,10
22818080,9
22818081,11
22818082,9
22818083,8
22818084,4
22818085,4
22818086,1
22818087,8
22818088,10
22818089,9
22818090,1
22818091,11
22818092,1
22818093,11
22818094,4
22818095,1
22818096,11
22818097,7
22818098,7
22818099,7
22818100,8
22818102,2
22818103,9
22818104,2
22818105,6
22818106,8
22818107,7
22818108,2
22818109,7
22818110,1
22818111,1
22818113,1
22818115,6
22818117,11
22818120,9
22818121,11
22818122,1
22818123,9
22818124,8
22818125,8
22818126,9
22818127,10
22818128,9
22818129,4
22818130,11
22818132,2
22818133,7
22818134,8
22818135,9
22818136,4
22818137,9
22818138,4
22818139,9
22818141,1
22818144,1
22818145,7
22818146,9
22818147,1
22818148,3
22818150,6
22818152,6
22818153,6
22818154,9
22818155,10
22818156,1
22818157,11
22818158,10
22818160,9
22818161,11
22818162,5
22818164,10
22818165,1
22818167,9
22818168,2
22818169,4
22818170,9
22818171,9
22818172,11
22818173,10
22818175,7
22818176,10
22818177,8
22818179,9
22818180,7
22818181,10
22818182,9
22818183,11
22818184,9
22818185,7
22818187,12
22818188,8
22818189,2
22818190,10
22818192,10
22818193,2
22818194,6
22818195,2
22818196,1
22818197,1
22818198,4
22818200,9
22818204,1
22818205,11
22818206,11
22818207,11
22818208,10
22818209,9
22818210,12
22818211,11
22818212,1
22818213,4
22818214,2
22818215,8
22818216,4
22818217,6
22818218,11
22818220,9
22818221,11
22818222,9
22818223,2
22818224,2
22818225,1
22818226,4
22818227,7
22818228,4
22818229,4
22818230,1
22818232,1
22818233,11
22818235,8
22818236,9
22818237,3
22818238,9
22818239,1
22818240,9
22818241,11
22818243,11
22818244,7
22818246,9
22818247,7
22818248,4
22818249,11
22818250,1
22818252,9
22818253,8
22818254,11
22818255,4
22818256,11
22818258,3
22818259,1
22818261,10
22818262,10
22818263,9
22818264,12
22818265,12
22818267,9
22818268,10
22818269,1
22818271,10
22818273,11
22818274,5
22818275,1
22818277,7
22818278,8
22818280,1
22818281,8
22818282,12
22818283,7
22818284,11
22818286,1
22818287,3
22818288,12
22818291,2
22818292,8
22818293,1
22818295,11
22818296,11
22818297,7
22818298,10
22818299,10
22818300,4
22818301,2
22818302,7
22818303,2
22818304,11
22818305,11
22818306,7
22818308,4
22818309,11
22818310,11
22818311,3
22818312,9
22818313,9
22818314,8
22818316,8
22818317,4
22818318,7
22818319,11
22818322,9
22818323,8
22818324,10
22818325,10
22818326,9
22818327,1
22818328,8
22818329,11
22818331,7
22818332,9
22818333,8
22818335,9
22818337,2
22818338,9
22818339,1
22818340,9
22818341,11
22818343,5
22818346,7
22818347,9
22818348,11
22818349,12
22818350,11
22818352,6
22818654,3
22818655,10
22818656,8
22818657,7
22818661,1
22818662,10
22818664,5
22818666,11
22818667,2
22818668,1
22818669,11
22818670,7
22818671,4
22818672,9
22818673,10
22818675,9
22818686,2
22818689,5
22818690,1
22818691,7
22818692,1
22818695,8
22818696,7
22818697,10
22818700,1
22818701,7
22818706,1
22818708,11
22818710,1
22818711,1
22818712,11
22818713,11
22818714,11
22818715,11
22818716,10
22818721,10
22818722,4
22818723,7
22818727,11
22818728,10
22818729,2
22818730,2
22818731,6
22818734,1
22818735,10
22818736,1
22818738,7
22818741,11
22818743,11
22818744,2
22818745,7
22818746,7
22818749,7
22818753,2
22818754,8
22818755,1
22818758,2
22818759,11
22818761,8
22818762,4
22818763,1
22818767,11
22818769,1
22818770,7
22818772,11
22818774,7
22818775,7
22818777,1
22818778,3
22818780,3
22818781,2
22818782,11
22818783,9
22818787,4
22818788,10
22818792,1
22818794,6
22818795,8
22818796,1
22818798,11
22818804,10
22818806,7
22818807,8
22818808,2
22818811,6
22818812,11
22818813,1
22818817,1
22818820,10
22818822,6
22818823,11
22818824,4
22818825,10
22818827,3
22818828,11
22818829,7
22818830,4
22818835,8
22818837,11
22818838,1
22818842,9
22818843,6
22818845,1
22818847,11
22818848,11
22818849,12
22818850,1
22818851,10
22818852,8
22818853,11
22818854,11
22818855,9
22818857,6
22818858,1
22818865,7
22818866,8
22818867,7
22818868,8
22818869,7
22818870,11
22818871,11
22818872,11
22818873,1
22818878,8
22818881,5
22818882,7
22818883,9
22818884,9
22818885,8
22818886,7
22818887,8
22818888,4
22818889,10
22818891,12
22818892,9
22818893,9
22818894,9
22818895,1
22818896,10
22818898,7
22818901,1
22818903,11
22818904,10
22818905,11
22818908,9
22818910,1
22818911,1
22818912,11
22818914,11
22818917,2
22818918,8
22818922,1
22818924,4
22818925,11
22818927,4
22818929,4
22818930,9
22818931,11
22818932,3
22818933,1
22818935,2
22818936,1
22818937,6
22818939,11
22818940,4
22818941,10
22818942,6
22818943,3
22818944,11
22818947,10
22818949,1
22818950,12
22818951,4
22818952,6
22818956,1
22818957,4
22818959,8
22818960,7
22818961,9
22818962,1
22818963,8
22818964,1
22818970,7
22818972,10
22818973,11
22818975,1
22818976,7
22818977,10
22818978,5
22818979,4
22818980,11
22818982,11
22818985,11
22818988,2
22818990,9
22818992,11
22818993,1
22818994,4
22818995,8
22818997,9
22818999,7
22819001,10
22819004,10
22819005,7
22819009,11
22819011,4
22819013,1
22819014,8
22819015,4
22819017,1
22819018,5
22819020,11
22819024,7
22819025,6
22819028,7
22819031,7
22819034,1
22819035,1
22819036,1
22819041,4
22819044,7
22819045,7
22819048,10
22819052,10
22819056,12
22819059,11
22819063,7
22819064,8
22819069,4
22819070,7
22819071,11
22819072,11
22819073,7
22819074,1
22819077,9
22819078,11
22819080,7
22819082,11
22819083,7
22819085,7
22819087,1
22819092,4
22819094,7
22819096,11
22819097,2
22819098,11
22819099,3
22819101,11
22819103,8
22819105,9
22819106,10
22819107,11
22819108,4
22819109,1
22819110,4
22819112,10
22819116,1
22819118,11
22819121,12
22819122,3
22819123,8
22819124,11
22819125,4
22819126,11
22819127,11
22819133,7
22819135,11
22819136,11
22819138,8
22819139,10
22819141,11
22819142,11
22819143,1
22819144,4
22819145,4
22819146,11
22819147,8
22819148,1
22819149,11
22819152,11
22819156,5
22819158,9
22819159,10
22819160,9
22819161,11
22819162,12
22819167,1
22819168,3
22819169,8
22819170,4
22819171,4
22819172,7
22819173,1
22819175,1
22819176,1
22819181,10
22819184,7
22819185,7
22819187,10
22819190,1
22819192,8
22819194,1
22819196,8
22819197,8
22819201,11
22819205,8
22819206,7
22819207,1
22819208,10
22819210,10
22819211,8
22819214,1
22819217,4
22819218,10
22819219,11
22819220,7
22819224,8
22819226,10
22819231,3
22819233,1
22819235,3
22819237,7
22819239,6
22819240,11
22819241,10
22819243,6
22819244,11
22819246,8
22819247,9
22819248,11
22819249,3
22819250,6
22819251,11
22819253,7
22819254,8
22819256,5
22819257,11
22819258,2
22819262,9
22819267,9
22819268,3
22819269,8
22819271,7
22819272,1
22819276,1
22819279,4
22819281,8
22819282,9
22819283,7
22819284,7
22819286,7
22819290,11
22819291,11
22819292,11
22819293,11
22819295,11
22819296,10
22819298,5
22819299,1
22819300,11
22819301,8
22819302,2
22819303,8
22819304,10
22819306,1
22819310,1
22819312,1
22819313,1
22819317,5
22819318,10
22819320,1
22819322,7
22819323,7
22819325,1
22819326,7
22819329,1
22819334,1
22819335,10
22819337,11
22819339,7
22819341,8
22819343,7
22819344,10
22819345,9
22819346,10
22819347,1
22819349,11
22819350,10
22819351,5
22819354,7
22819355,10
22819358,10
22819360,11
22819361,10
22819362,7
22819363,4
22819365,6
22819366,7
22819367,8
22819370,8
22819371,11
22819374,7
22819375,2
22819376,1
22819377,4
22819380,1
22819381,9
22819383,11
22819384,9
22819385,10
22819391,11
22819393,2
22819394,4
22819395,7
22819396,8
22819399,10
22819405,11
22819406,7
22819413,9
22819414,1
22819415,7
22819416,11
22819419,1
22819420,7
22819421,4
22819422,11
22819424,10
22819425,4
22819427,9
22819429,3
22819434,3
22819435,7
22819436,1
22819440,8
22819442,11
22819444,3
22819445,11
22819446,10
22819447,9
22819450,9
22819454,10
22819455,4
22819456,8
22819457,9
22819458,2
22819460,4
22819461,1
22819464,4
22819465,11
22819467,11
22819468,11
22819469,9
22819470,8
22819471,1
22819474,11
22819475,1
22819476,2
22819478,3
22819481,1
22819482,4
22819487,10
22819488,7
22819489,1
22819491,11
22819494,8
22819495,7
22819497,1
22819498,10
22819499,11
22819500,7
22819501,9
22819502,11
22819503,8
22819504,5
22819506,8
22819507,8
22819508,1
22819509,4
22819510,7
22819511,4
22819512,5
22819514,3
22819515,4
22819516,8
22819517,11
22819518,2
22819520,11
22819521,2
22819522,8
22819523,3
22819524,11
22819526,11
22819528,10
22819532,4
22819533,4
22819535,10
22819536,7
22819537,6
22819539,10
22819540,7
22819542,7
22819544,10
22819546,1
22819547,11
22819549,1
22819551,2
22819552,1
22819553,10
22819555,7
22819557,9
22819561,11
22819563,11
22819565,1
22819567,7
22819568,4
22819569,11
22819571,8
22819575,1
22819577,9
22819579,5
22819581,2
22819582,9
22819583,9
22819584,11
22819585,1
22819586,1
22819587,11
22819589,1
22819590,10
22819592,8
22819593,7
22819600,8
22819601,7
22819602,7
22819603,4
22819604,7
22819605,11
22819606,9
22819607,11
22819608,11
22819609,1
22819615,4
22819616,10
22819617,11
22819619,11
22819621,1
22819622,7
22819624,8
22819627,11
22819628,9
22819637,6
22819638,8
22819641,11
22819642,2
22819645,10
22819647,6
22819648,10
22819650,7
22819651,7
22819653,3
22819654,6
22819655,8
22819658,8
22819660,4
22819663,11
22819664,9
22819665,11
22819666,4
22819667,11
22819668,5
22819669,1
22819672,1
22819674,11
22819675,9
22819676,9
22819680,11
22819681,1
22819682,1
22819684,8
22819686,10
22819687,7
22819688,10
22819691,1
22819698,9
22819699,8
22819700,2
22819701,7
22819702,8
22819705,8
22819707,8
22819708,1
22819711,8
22819715,10
22819723,3
22819724,9
22819727,11
22819730,9
22819733,12
22819736,1
22819741,1
22819742,11
22819745,8
22819746,4
22819747,3
22819748,8
22819750,8
22819752,4
22819753,11
22819756,11
22819757,7
22819764,11
22819768,7
22819769,1
22819770,1
22819773,9
22819775,10
22819778,1
22819780,7
22819782,8
22819783,11
22819791,8
22819793,3
22819794,1
22819797,1
22819798,1
22819799,8
22819800,2
22819804,9
22819805,11
22819808,1
22819809,4
22819816,12
22819817,9
22819818,1
22819821,4
22819822,1
22819823,8
22819824,10
22819825,8
22819826,1
22819834,2
22819836,7
22819837,3
22819840,8
22819843,9
22819844,5
22819845,1
22819847,1
22819848,6
22819851,6
22819852,10
22819856,11
22819857,8
22819858,1
22819859,7
22819860,3
22819861,1
22819862,8
22819863,5
22819864,1
22819866,1
22819871,1
22819873,9
22819874,7
22819875,9
22819876,8
22819877,7
22819878,8
22819880,1
22819883,7
22819884,8
22819889,7
22819892,11
22819894,6
22819895,6
22819896,3
22819897,7
22819898,1
22819899,10
22819900,1
22819901,4
22819904,10
22819905,11
22819906,4
22819907,7
22819908,4
22819910,1
22819911,11
22819912,4
22819915,11
22819916,11
22819919,10
22819920,1
22819921,5
22819922,1
22819924,10
22819925,3
22819926,8
22819928,11
22819930,7
22819931,10
22819933,6
22819934,10
22819936,8
22819940,7
22819943,4
22819944,5
22819946,10
22819947,1
22819949,8
22819950,10
22819951,4
22819952,8
22819953,6
22819954,2
22819957,6
22819958,1
22819959,7
22819960,7
22819961,9
22819963,7
22819966,7
22819968,11
22819971,9
22819973,3
22819974,8
22819978,4
22819980,10
22819981,5
22819982,11
22819983,1
22819984,7
22819986,11
22819989,9
22819990,3
22819991,2
22819992,8
22819993,5
22819994,8
22819996,10
22819997,1
22819998,6
22819999,10
22820000,7
22820004,1
22820005,11
22820006,10
22820007,10
22820008,1
22820010,10
22820011,3
22820013,10
22820014,10
22820015,7
22820016,3
22820017,1
22820018,7
22820024,8
22820025,1
22820026,2
22820027,6
22820028,5
22820033,9
22820037,2
22820040,1
22820041,8
22820045,3
22820046,4
22820047,10
22820048,2
22820049,9
22820050,11
22820051,9
22820054,11
22820055,1
22820056,8
22820060,9
22820062,1
22820063,7
22820064,8
22820065,3
22820066,11
22820067,7
22820068,9
22820069,11
22820071,2
22820072,7
22820074,4
22820075,7
22820076,9
22820077,11
22820078,1
22820080,3
22820081,10
22820082,1
22820085,7
22820087,11
22820088,11
22820089,1
22820090,11
22820091,8
22820092,10
22820093,10
22820099,1
22820100,7
22820102,7
22820103,3
22820105,7
22820106,5
22820107,7
22820108,5
22820111,10
22820112,11
22820114,11
22820115,1
22820119,4
22820120,7
22820121,11
22820123,1
22820124,1
22820126,8
22820131,7
22820134,9
22820135,6
22820136,3
22820138,1
22820141,11
22820143,4
22820144,11
22820146,11
22820149,10
22820150,9
22820153,8
22820156,11
22820158,4
22820159,4
22820164,11
22820165,10
22820167,1
22820168,3
22820170,12
22820174,8
22820177,11
22820178,1
22820179,12
22820180,3
22820181,10
22820182,7
22820183,8
22820184,3
22820186,7
22820187,1
22820189,4
22820190,4
22820192,7
22820193,11
22820194,11
22820195,1
22820196,5
22820198,3
22820199,7
22820200,11
22820201,10
22820202,10
22820203,6
22820204,11
22820205,7
22820207,6
22820209,11
22820210,1
22820212,9
22820213,4
22820214,1
22820215,10
22820218,2
22820219,8
22820220,10
22820221,11
22820223,9
22820225,11
22820228,6
22820229,8
22820230,5
22820232,11
22820233,10
22820234,10
22820236,11
22820239,1
22820240,1
22820243,1
22820244,1
22820245,1
22820246,10
22820248,8
22820251,5
22820252,7
22820256,9
22820260,1
22820262,1
22820263,11
22820264,9
22820266,3
22820267,11
22820268,11
22820269,7
22820271,8
22820272,11
22820273,1
22820274,3
22820275,2
22820277,8
22820278,5
22820279,8
22820280,8
22820283,1
22820284,1
22820285,3
22820286,4
22820287,7
22820289,8
22820293,7
22820295,4
22820296,7
22820297,3
22820302,1
22820305,11
22820307,4
22820308,9
22820310,7
22820311,4
22820312,12
22820313,8
22820315,4
22820318,11
22820319,10
22820320,7
22820324,7
22820328,1
22820329,1
22820330,12
22820331,7
22820332,1
22820334,4
22820336,9
22820337,1
22820339,7
22820341,1
22820343,11
22820344,6
22820345,9
22820349,11
22820350,10
22820352,8
22820353,11
22820356,1
22820357,7
22820358,4
22820359,1
22820360,10
22820365,11
22820368,2
22820372,6
22820377,11
22820378,9
22820383,11
22820385,4
22820387,10
22820388,8
22820389,9
22820390,1
22820391,1
22820394,7
22820395,11
22820398,1
22820399,12
22820400,1
22820401,8
22820405,7
22820406,10
22820408,10
22820409,11
22820410,9
22820411,11
22820414,3
22820416,1
22820417,11
22820418,3
22820420,2
22820421,1
22820422,10
22820423,10
22820426,6
22820427,12
22820428,11
22820429,1
22820431,10
22820434,8
22820435,10
22820436,11
22820438,1
22820440,11
22820441,11
22820444,9
22820445,5
22820447,1
22820448,7
22820449,11
22820450,11
22820452,10
22820454,8
22820456,3
22820457,4
22820459,7
22820460,9
22820462,8
22820463,11
22820465,10
22820468,2
22820472,9
22820474,11
22820475,9
22820476,8
22820477,11
22820479,11
22820481,8
22820485,9
22820487,6
22820488,10
22820489,1
22820492,1
